dateTime,valid,binCount0,binCount1,binCount2,binCount3,binCount4,binCount5,binCount6,binCount7,binCount8,binCount9,binCount10,binCount11,binCount12,binCount13,binCount14,binCount15,binCount16,binCount17,binCount18,binCount19,binCount20,binCount21,binCount22,binCount23,bin1TimeToCross,bin3TimeToCross,bin5TimeToCross,bin7TimeToCross,samplingPeriod,sampleFlowRate,temperature,humidity,pm1,pm2_5,pm10,rejectCountGlitch,rejectCountLongTOF,rejectCountRatio,rejectCountOutOfRange,fanRevCount,laserStatus,checkSum,target,is_train,prediction,predictionLabels,cleanProb,juulProb,lysolProb,febrezeProb,breathProb
2019-06-14 16:00:04.625854,1,38,5,0,0,2,0,1,3,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,26,0,0,39,499,464,27.976,38.528,0.16,1.55,67.79,4,0,90,16,0,621,53176,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:00:14.624814,1,43,2,4,0,1,3,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,35,53,499,469,27.976,38.28,0.23,2.04,36.98,2,0,93,10,0,621,47070,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:00:24.624121,1,51,3,1,1,3,1,4,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,30,26,45,0,499,468,27.980999999999998,38.414,0.26,2.3,51.78,3,0,99,13,0,622,35195,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:00:34.622926,1,37,5,1,0,1,3,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,38,0,499,461,27.991,37.94,0.2,2.0,35.78,6,0,84,21,0,622,64132,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:00:44.622215,1,36,3,1,0,1,0,1,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,35,0,0,53,499,452,27.997,37.826,0.15,1.64,68.36,4,0,82,8,0,621,33824,clean,True,0,Clean,0.9,0.0,0.1,0.0,0.0
2019-06-14 16:00:54.621039,1,33,3,1,1,2,0,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,34,26,0,45,499,446,28.002,37.578,0.18,1.75,38.31,5,0,84,12,0,621,53428,clean,True,0,Clean,0.9,0.0,0.1,0.0,0.0
2019-06-14 16:01:04.620015,1,43,1,0,1,2,2,2,2,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,37,40,50,42,499,443,28.002,37.578,0.21,2.15,88.04,3,0,94,14,0,621,23474,clean,True,0,Clean,0.9,0.0,0.1,0.0,0.0
2019-06-14 16:01:14.618985,1,44,3,2,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,499,453,28.013,37.908,0.18,1.85,19.91,2,0,107,18,0,621,26618,clean,False,0,Clean,0.8,0.1,0.0,0.1,0.0
2019-06-14 16:01:24.618019,1,31,2,3,0,3,1,2,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,23,0,30,52,499,459,28.006999999999998,37.812,0.21,2.14,84.68,3,1,91,13,0,621,37360,clean,False,0,Clean,0.7,0.0,0.3,0.0,0.0
2019-06-14 16:01:34.617124,1,36,4,4,1,3,4,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24,27,39,53,499,470,28.013,37.89,0.29,2.42,42.33,4,0,84,7,0,621,60013,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:01:44.616245,1,41,5,1,1,0,1,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,34,37,53,43,499,458,28.013,38.288000000000004,0.18,1.3,54.05,4,0,71,14,0,621,65498,clean,False,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:01:54.615202,1,34,2,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22,31,45,0,499,465,28.019000000000002,37.89,0.13,0.67,33.91,6,0,80,7,0,620,57816,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:02:04.614295,1,31,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,51,0,499,469,28.024,37.472,0.1,0.57,1.0,1,0,63,14,0,620,30652,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:03:45.689384,1,26,3,2,2,2,2,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,28,35,33,0,511,506,28.002,36.57,0.19,1.28,37.62,6,0,86,10,0,619,52922,clean,False,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:03:55.688349,1,28,1,0,3,0,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,22,31,0,0,499,565,28.006999999999998,36.854,0.12,1.1,35.93,8,0,58,8,0,619,23347,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:04:05.672058,1,40,7,2,0,1,2,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,61,38,499,526,28.006999999999998,37.16,0.19,1.28,29.12,5,1,69,8,0,620,59071,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:04:15.670981,1,41,4,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,48,62,499,541,28.006999999999998,36.854,0.22,1.2,4.83,3,0,63,8,0,619,10528,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:04:25.670560,1,52,2,2,0,2,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,40,499,546,28.002,36.68,0.18,1.54,27.45,3,0,57,8,0,619,22255,clean,False,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:04:35.668734,1,47,8,2,0,0,1,4,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,26,0,30,35,499,559,27.997,36.546,0.18,1.7,37.71,2,0,62,10,0,619,110,clean,False,0,Clean,0.8,0.1,0.0,0.1,0.0
2019-06-14 16:04:45.667699,1,43,2,6,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,34,52,499,555,27.997,36.47,0.18,1.13,21.09,2,0,67,10,0,619,25099,clean,False,0,Clean,0.8,0.2,0.0,0.0,0.0
2019-06-14 16:04:55.666508,1,56,6,3,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,0,0,499,497,27.991,36.26,0.24,1.21,9.87,4,0,54,8,0,619,23077,clean,False,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:05:05.665355,1,39,5,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,70,0,499,485,27.980999999999998,36.218,0.19,1.18,15.2,1,0,62,4,0,619,56675,clean,False,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:05:15.648718,1,37,6,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,35,51,55,499,517,27.980999999999998,36.198,0.23,1.19,5.19,2,0,39,4,0,619,2717,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:05:25.647510,1,32,6,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,47,499,485,27.980999999999998,36.198,0.17,0.95,8.56,5,0,56,2,0,619,57432,clean,False,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:05:35.646480,1,40,6,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,100,34,26,499,488,27.976,36.176,0.24,1.56,5.92,5,0,54,3,0,620,49185,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:05:45.645375,1,36,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,45,43,0,499,484,27.965,36.024,0.17,0.76,8.28,6,0,54,6,0,619,59828,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:05:55.644052,1,35,3,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,0,0,499,471,27.96,35.982,0.22,0.83,1.22,2,0,40,4,0,620,14021,clean,True,0,Clean,0.9,0.1,0.0,0.0,0.0
2019-06-14 16:06:05.643112,1,38,5,2,0,2,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,40,36,499,476,27.949,35.942,0.21,1.2,31.85,4,0,49,8,0,620,33864,clean,False,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:06:15.641834,1,30,4,1,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,33,51,499,460,27.939,35.88,0.14,1.2,30.58,3,0,53,4,0,620,60450,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:06:25.640596,1,37,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,47,0,499,451,27.939,35.976,0.15,0.35,0.44,5,0,62,13,0,620,63904,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:06:35.624067,1,37,2,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,49,32,0,499,443,27.939,35.94,0.19,1.0,14.09,1,1,58,6,0,621,9748,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:06:45.622868,1,42,5,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,26,0,0,499,445,27.923000000000002,35.898,0.21,0.79,21.42,3,0,54,5,0,621,51094,clean,False,0,Clean,0.9,0.1,0.0,0.0,0.0
2019-06-14 16:06:55.621718,1,45,3,1,3,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,37,40,499,449,27.923000000000002,35.802,0.22,1.56,9.19,4,0,55,3,0,621,52127,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:07:05.620575,1,53,6,3,1,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,51,32,57,499,454,27.912,35.874,0.33,1.44,18.58,4,0,58,6,0,621,23952,clean,True,0,Clean,0.9,0.1,0.0,0.0,0.0
2019-06-14 16:07:15.619465,1,39,1,2,0,1,1,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,28,37,499,459,27.918000000000003,36.336,0.17,2.38,34.14,4,0,44,5,0,622,53015,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:07:25.618538,1,36,3,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,38,0,499,446,27.901999999999997,36.044000000000004,0.18,1.05,11.41,6,0,57,3,0,621,35296,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:07:35.617233,1,34,9,2,0,1,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,51,77,499,446,27.901999999999997,36.102,0.21,1.35,30.69,3,0,61,4,0,623,28605,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:07:45.616046,1,34,3,3,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,37,0,499,447,27.891,36.042,0.21,0.96,13.64,2,0,47,6,0,622,17477,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:07:55.614870,1,28,3,2,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,28,41,55,499,451,27.891,35.91,0.18,1.01,12.12,2,0,58,5,0,622,20867,clean,False,0,Clean,0.9,0.1,0.0,0.0,0.0
2019-06-14 16:08:05.617871,1,41,4,2,1,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,36,38,33,0,499,439,27.881,35.942,0.21,1.04,36.22,6,1,53,5,0,623,19199,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:08:15.612434,1,41,1,1,0,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,37,40,499,440,27.891,35.772,0.19,1.53,29.39,2,0,46,5,0,622,33552,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:08:25.596175,1,39,4,3,2,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,29,0,0,499,435,27.875,35.882,0.24,1.15,24.4,6,0,40,2,0,623,14715,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:08:35.594648,1,23,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,435,27.87,35.904,0.14,0.88,7.09,3,0,67,2,0,622,43315,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:08:45.593438,1,39,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,34,0,499,441,27.86,35.916,0.15,0.35,0.44,4,0,48,6,0,622,33704,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:08:55.592181,1,46,3,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,49,43,499,446,27.854,35.705999999999996,0.17,1.28,21.99,2,0,49,6,0,620,20950,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:09:05.591029,1,35,3,3,0,1,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,29,0,0,36,499,448,27.86,35.688,0.17,0.85,73.04,5,2,48,4,0,618,56797,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:09:15.574331,1,40,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,36,0,499,450,27.844,35.724000000000004,0.19,0.49,0.58,3,0,50,3,0,618,14379,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:09:25.572985,1,30,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,57,0,499,450,27.849,35.688,0.12,0.79,6.85,2,0,44,5,0,618,19455,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:09:35.571797,1,33,4,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,0,0,499,448,27.849,35.688,0.17,0.8,1.54,3,0,42,3,0,618,6910,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:09:45.570447,1,37,4,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,499,434,27.833000000000002,35.681999999999995,0.15,0.85,15.47,3,0,50,5,0,618,11070,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:09:55.554629,1,39,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,37,0,499,434,27.849,35.798,0.12,0.62,36.34,6,0,61,5,0,618,39645,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:10:05.553117,1,35,4,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,56,499,442,27.833000000000002,36.33,0.14,0.88,41.86,7,0,51,8,0,618,5687,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:10:15.551515,1,40,3,0,2,0,1,3,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,31,34,58,0,499,440,27.816999999999997,35.964,0.19,1.69,52.92,4,0,50,8,0,618,65092,clean,False,0,Clean,0.9,0.1,0.0,0.0,0.0
2019-06-14 16:11:48.571767,1,40,4,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,27,0,0,511,413,27.811999999999998,35.444,0.17,0.65,21.46,4,0,40,7,0,618,37536,clean,True,0,Clean,0.9,0.1,0.0,0.0,0.0
2019-06-14 16:11:58.571114,1,52,3,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,34,26,0,0,499,380,27.807,35.33,0.22,0.77,45.71,4,0,52,8,0,618,37581,clean,True,0,Clean,0.9,0.1,0.0,0.0,0.0
2019-06-14 16:12:08.569536,1,44,2,1,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,35,0,499,387,27.802,35.31,0.22,1.51,9.01,9,0,61,8,0,618,30178,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:12:18.568407,1,41,5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,36,0,499,456,27.802,35.33,0.18,0.51,9.93,6,0,32,3,0,618,40088,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:12:28.567309,1,35,3,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,499,447,27.802,35.251999999999995,0.17,1.15,2.28,2,0,40,8,0,618,16070,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:12:38.550696,1,22,3,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,52,0,499,442,27.796,35.192,0.12,0.56,12.52,5,0,32,6,0,618,366,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:12:48.549621,1,31,3,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,499,450,27.791,35.25,0.12,1.14,7.85,3,0,37,5,0,618,25861,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:12:58.548655,1,41,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,34,56,499,445,27.78,35.455999999999996,0.14,0.96,5.27,2,0,37,5,0,618,29738,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:13:08.532106,1,39,4,0,0,1,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,499,453,27.78,35.762,0.16,1.83,18.94,2,1,46,6,0,618,60284,clean,True,0,Clean,0.9,0.0,0.0,0.1,0.0
2019-06-14 16:13:18.530851,1,43,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,499,461,27.774,35.628,0.19,0.75,1.15,1,0,47,7,0,618,39891,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:13:28.529701,1,45,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,499,445,27.774,35.93,0.15,0.2,9.75,5,0,42,4,0,618,30091,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:13:38.528755,1,38,4,3,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,28,34,499,464,27.774,35.82,0.17,1.25,23.08,6,0,48,7,0,618,51198,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:13:48.527734,1,44,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,30,0,45,37,499,464,27.764,36.272,0.14,0.84,34.35,4,0,196,6,0,619,4801,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:13:58.526762,1,61,1,2,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,33,0,499,467,27.769000000000002,36.236,0.22,1.06,18.83,16,27,472,2,0,618,34321,clean,False,0,Clean,0.9,0.1,0.0,0.0,0.0
2019-06-14 16:14:08.510089,1,38,7,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,499,463,27.758000000000003,36.312,0.18,0.61,16.46,3,0,49,5,0,619,63810,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:14:18.508978,1,41,2,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,52,0,499,467,27.769000000000002,36.218,0.18,0.68,12.73,3,0,36,2,0,618,29571,clean,False,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:14:28.508079,1,47,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,41,0,499,467,27.769000000000002,36.236,0.23,1.32,2.21,7,0,37,1,0,618,31635,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:14:38.506813,1,37,2,2,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0,35,0,499,466,27.774,36.236,0.16,0.56,34.52,4,0,48,4,0,618,16784,clean,False,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:14:48.505521,1,45,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,31,0,499,457,27.774,36.368,0.15,0.54,0.7,8,0,59,4,0,618,44544,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:14:58.488911,1,36,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,49,0,499,457,27.785,36.488,0.12,0.32,0.4,7,0,35,0,0,618,48712,clean,False,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:15:08.487585,1,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,499,466,27.791,36.566,0.11,0.11,0.11,5,0,56,6,0,618,586,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:15:18.486407,1,43,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,32,0,498,469,27.796,36.57,0.2,0.52,0.62,3,0,34,3,0,618,24091,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:15:28.485067,1,45,7,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,31,0,499,480,27.807,36.588,0.2,0.83,1.08,10,0,44,5,0,618,24456,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:15:38.468403,1,33,5,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,50,499,487,27.811999999999998,36.764,0.14,0.55,24.95,5,0,55,8,0,618,35667,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:15:48.467215,1,34,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,35,0,499,491,27.823,36.63,0.12,0.88,12.7,5,0,40,2,0,618,16408,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:15:58.466456,1,45,2,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,45,499,494,27.828000000000003,36.404,0.15,1.37,16.47,2,0,50,7,0,618,21572,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:16:08.465021,1,28,4,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,36,54,499,484,27.844,36.14,0.15,1.17,8.14,2,0,38,1,0,618,45781,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:16:18.463747,1,31,4,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,27,44,50,64,499,488,27.839000000000002,36.596,0.13,1.13,29.86,4,0,82,15,0,618,31585,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:16:28.462619,1,42,2,2,0,1,0,0,1,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,24,0,0,49,499,493,27.849,36.6,0.15,1.48,59.52,7,0,78,11,0,618,13777,clean,True,0,Clean,0.9,0.0,0.1,0.0,0.0
2019-06-14 16:16:38.461348,1,51,3,2,0,1,0,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,37,499,490,27.854,36.41,0.19,1.83,41.4,2,0,81,7,0,618,7123,clean,True,0,Clean,0.9,0.0,0.1,0.0,0.0
2019-06-14 16:16:48.460248,1,40,4,3,1,0,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,42,42,56,499,500,27.865,36.434,0.21,1.81,15.83,5,0,74,10,0,618,54444,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:16:58.443708,1,45,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,33,0,499,497,27.87,36.168,0.16,0.53,5.9,2,0,89,7,0,618,6165,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:17:08.442879,1,49,4,1,2,0,2,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,24,30,31,54,499,506,27.875,36.264,0.21,1.58,49.23,4,0,66,7,0,618,54230,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:17:18.441311,1,35,4,0,0,1,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,40,499,502,27.886,36.288000000000004,0.13,1.66,23.94,4,0,72,12,0,618,26862,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:17:28.440182,1,43,4,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,0,40,36,499,489,27.886,36.288000000000004,0.17,1.15,16.01,2,0,85,10,0,618,52375,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:17:38.438967,1,39,2,1,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,32,43,499,483,27.886,36.306,0.16,2.01,8.11,2,0,83,11,0,618,34829,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:17:48.438018,1,31,6,1,0,0,3,1,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,42,0,499,494,27.901999999999997,36.294000000000004,0.16,1.89,38.27,2,0,79,8,0,619,20420,clean,False,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:17:58.437144,1,32,3,0,0,1,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,25,0,41,41,499,500,27.906999999999996,36.368,0.13,1.03,41.95,3,0,59,9,0,619,12567,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:18:08.420156,1,45,4,0,2,0,0,1,0,2,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,24,26,0,0,499,509,27.912,36.258,0.16,1.01,55.95,4,0,74,7,0,618,19982,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:18:18.418974,1,30,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,27,0,0,499,503,27.912,36.048,0.11,0.59,6.15,5,0,66,10,0,619,26015,clean,True,0,Clean,1.0,0.0,0.0,0.0,0.0
2019-06-14 16:18:28.433585,1,944,198,41,11,2,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,28,27,0,11,499,504,27.923000000000002,35.898,3.95,5.36,42.63,40,0,1506,21,0,621,39640,juul,True,1,Juul,0.0,1.0,0.0,0.0,0.0
